PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,SPCD,SPGRPCD,SEEDLING_COUNT,TPA_UNADJ,IS_MAINTAINED_AREA,IS_PLANTED,CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN
1467909,1,55,5,59,21583,11,1,544,36,1,74.9652824512,0,,707805045126144,923689,707805038126144,707805034126144,
1469478,1,55,5,59,22292,11,1,68,9,4,299.8611298046,0,2,785694660290487,923693,785694653290487,785694646290487,
1469478,1,55,5,59,22292,12,1,241,9,1,74.9652824512,0,2,785694664290487,923693,785694654290487,785694646290487,
1469307,1,55,5,59,22221,12,1,6918,55,3,224.8958473535,0,2,942163493290487,924136,942163485290487,942163480290487,
1467826,1,55,5,59,21541,11,1,602,40,2,149.9305649023,1,2,1287177485290487,924143,1287177477290487,1287177472290487,
1854646,1,17,3,31,23237,11,1,6918,55,4,299.8611298046,0,2,785693019290487,352769389489998,785693011290487,785693006290487,
1795839,4,17,3,89,20028,14,1,391,43,1,74.9652824512,0,,1287853983290487,352769435489998,1287853975290487,1287853966290487,
1853007,4,17,3,43,20022,11,2,972,41,2,149.9305649023,1,2,1287853027290487,352769436489998,1287853019290487,1287853015290487,
1856952,1,17,3,31,23360,12,1,6918,55,2,149.9305649023,1,2,785697553290487,352769468489998,785697547290487,785697540290487,
1852371,4,17,3,31,20083,14,1,6918,55,27,2024.0626261812,0,,942210940290487,352769487489998,942210935290487,942210929290487,
1852467,8,17,3,31,20098,12,1,500,43,2,149.9305649023,0,,942211739290487,352769499489998,942211732290487,942211729290487,
1852467,8,17,3,31,20098,13,1,6748,55,4,299.8611298046,0,,942211742290487,352769499489998,942211733290487,942211729290487,
1916222,6,18,4,89,20048,12,1,544,36,2,149.9305649023,0,2,942231675290487,352769508489998,942231669290487,942231665290487,
1856914,1,17,3,31,23344,13,1,541,36,3,224.8958473535,0,,785696884290487,352769538489998,785696876290487,785696870290487,
1852474,4,17,3,31,20039,11,1,544,36,15,1124.4792367673,0,,942083331290487,352769554489998,942083324290487,942083320290487,
1852474,4,17,3,31,20039,12,1,544,36,10,749.6528245116,0,,942083333290487,352769554489998,942083325290487,942083320290487,
1797301,4,17,3,111,20105,11,1,972,41,1,74.9652824512,0,,942082546290487,352769564489998,942082539290487,942082536290487,
1795832,4,17,3,89,20017,11,2,544,36,1,74.9652824512,0,,942084943290487,352769568489998,942084937290487,942084930290487,
1795845,4,17,3,89,20023,11,1,6918,55,1,74.9652824512,0,,942084095290487,352769569489998,942084088290487,942084083290487,
1917873,4,18,4,73,20155,13,1,931,41,12,899.5833894139,0,,942083049290487,352769577489998,942083042290487,942083037290487,
1915119,4,18,4,127,20096,14,1,762,41,1,74.9652824512,0,,942084264290487,352769580489998,942084256290487,942084249290487,
1855532,1,17,3,31,23387,12,1,681,42,1,74.9652824512,1,2,785698847290487,352769613489998,785698841290487,785698834290487,
1852352,4,17,3,31,20202,13,1,541,36,3,224.8958473535,1,2,785698872290487,352769616489998,785698863290487,785698859290487,
1852364,4,17,3,31,20006,11,2,762,41,1,74.9652824512,0,,785695326290487,352769620489998,785695321290487,785695314290487,
1852364,4,17,3,31,20006,11,2,6748,55,2,149.9305649023,0,,785695327290487,352769620489998,785695321290487,785695314290487,
1852401,5,17,3,31,20132,14,1,762,41,1,74.9652824512,1,2,785697823290487,352769626489998,785697817290487,785697810290487,
1852426,4,17,3,31,20011,14,1,6918,55,46,3448.4029927532,0,,785696062290487,352769627489998,785696052290487,785696041290487,
1853030,4,17,3,43,20009,12,1,6918,55,1,74.9652824512,0,,785695556290487,352769644489998,785695549290487,785695545290487,
1853030,4,17,3,43,20009,14,1,402,29,1,74.9652824512,0,,785695558290487,352769644489998,785695551290487,785695545290487,
1795861,4,17,3,89,20067,11,1,500,43,1,74.9652824512,0,,785697949290487,352769646489998,785697942290487,785697937290487,
1797320,4,17,3,111,20200,11,1,462,41,1,74.9652824512,0,,785694445290487,352769647489998,785694438290487,785694434290487,
1797320,4,17,3,111,20200,12,1,602,40,1,74.9652824512,0,,785694447290487,352769647489998,785694439290487,785694434290487,
1797328,4,17,3,111,20065,11,1,972,41,8,599.7222596093,0,2,785696283290487,352769648489998,785696273290487,785696269290487,
1797328,4,17,3,111,20065,14,1,660,43,2,149.9305649023,0,2,785696293290487,352769648489998,785696276290487,785696269290487,
1857750,1,17,3,31,22020,14,1,681,42,1,74.9652824512,1,2,707806797126144,352769678489998,707806792126144,707806780126144,
1837449,4,17,3,197,20129,12,1,541,36,3,224.8958473535,1,2,707806931126144,352769703489998,707806923126144,707806919126144,
1855673,1,17,3,31,22165,11,1,6918,55,1,74.9652824512,0,,491758526126144,352769743489998,491758518126144,491758515126144,
1857910,1,17,3,31,22179,13,3,972,41,4,299.8611298046,1,2,491758751126144,352769749489998,491758743126144,491758739126144,
1852357,4,17,3,31,20116,14,1,972,41,1,74.9652824512,0,,491759047126144,352769758489998,491759039126144,491759034126144,
1852370,5,17,3,31,20112,12,1,313,41,1,74.9652824512,1,2,491759320126144,352769766489998,491759308126144,491759305126144,
1852996,4,17,3,43,20048,12,1,681,42,7,524.7569771581,0,2,491759515126144,352769770489998,491759508126144,491759505126144,
1837445,4,17,3,197,20088,14,1,6918,55,2,149.9305649023,0,,491757129126144,352769774489998,491757123126144,491757118126144,
1837569,4,17,3,197,20029,14,1,6918,55,1,74.9652824512,0,2,491757618126144,352769789489998,491757612126144,491757607126144,
1915950,4,18,4,89,20056,13,1,541,36,2,149.9305649023,0,2,528824564126144,352769791489998,528824552126144,528824547126144,
1857695,1,17,3,31,21833,14,2,40,9,1,74.9652824512,1,1,478150548489998,352769802489998,478150539489998,478150535489998,
1857880,1,17,3,31,22128,11,1,6918,55,4,299.8611298046,0,2,478150956489998,352769816489998,478150946489998,478150943489998,
1855691,1,17,3,31,22147,14,1,6918,55,10,749.6528245116,0,2,478151119489998,352769821489998,478151111489998,478151106489998,
1857721,1,17,3,31,21968,13,1,5329,55,3,224.8958473535,1,1,478151176489998,352769823489998,478151162489998,478151152489998,
1796375,4,17,3,97,20011,13,2,6918,55,2,149.9305649023,0,2,478151675489998,352769839489998,478151661489998,478151656489998,
1796340,4,17,3,97,20080,11,1,544,36,1,74.9652824512,0,2,478151761489998,352769840489998,478151751489998,478151747489998,
1796340,4,17,3,97,20080,11,1,6918,55,2,149.9305649023,0,2,478151762489998,352769840489998,478151751489998,478151747489998,
1852438,4,17,3,31,20171,11,1,544,36,2,149.9305649023,0,,479490898489998,352769844489998,479490891489998,479490889489998,
1853009,4,17,3,43,20202,14,1,602,40,1,74.9652824512,0,,478152058489998,352769848489998,478152045489998,478152040489998,
1853009,4,17,3,43,20202,14,1,6918,55,99,7421.5629626645,0,,478152059489998,352769848489998,478152045489998,478152040489998,
1852420,4,17,3,31,20177,12,1,975,41,2,149.9305649023,0,2,478152117489998,352769849489998,478152107489998,478152104489998,
1857721,2,17,3,31,21968,12,1,316,32,1,74.9652824512,1,2,942082796290487,559740569126144,942082787290487,942082779290487,352769823489998.0
1467826,1,55,5,59,21541,13,1,544,36,1,74.9652824512,1,2,1287177487290487,924143,1287177479290487,1287177472290487,
1796293,4,17,3,97,20085,11,1,541,36,3,224.8958473535,0,,1287853332290487,352769419489998,1287853327290487,1287853323290487,
1852455,4,17,3,31,20123,11,1,541,36,3,224.8958473535,0,,1287853837290487,352769424489998,1287853832290487,1287853826290487,
1853004,4,17,3,43,20036,13,1,6918,55,20,1499.3056490231,0,,1287852890290487,352769425489998,1287852885290487,1287852878290487,
1795839,4,17,3,89,20028,14,1,313,41,1,74.9652824512,0,,1287853982290487,352769435489998,1287853975290487,1287853966290487,
1852359,4,17,3,31,20203,11,2,452,41,1,74.9652824512,0,2,942212669290487,352769474489998,942212663290487,942212657290487,
1852359,4,17,3,31,20203,14,2,974,41,1,74.9652824512,0,2,942212678290487,352769474489998,942212664290487,942212657290487,
1852431,4,17,3,31,20097,14,1,8348,55,1,74.9652824512,1,2,942212110290487,352769483489998,942212102290487,942212093290487,
1852440,4,17,3,31,20158,13,1,544,36,6,449.7916947069,0,2,942211327290487,352769489489998,942211321290487,942211316290487,
1852467,8,17,3,31,20098,11,1,500,43,3,224.8958473535,0,,942211736290487,352769499489998,942211731290487,942211729290487,
1852467,8,17,3,31,20098,11,1,6918,55,8,599.7222596093,0,,942211738290487,352769499489998,942211731290487,942211729290487,
1852467,8,17,3,31,20098,12,1,6748,55,6,449.7916947069,0,,942211740290487,352769499489998,942211732290487,942211729290487,
1852467,8,17,3,31,20098,14,1,6748,55,10,749.6528245116,0,,942211744290487,352769499489998,942211734290487,942211729290487,
1856914,1,17,3,31,23344,11,1,541,36,3,224.8958473535,0,,785696881290487,352769538489998,785696874290487,785696870290487,
1855516,1,17,3,31,23403,14,1,6918,55,26,1949.0973437301,0,,785694962290487,352769539489998,785694955290487,785694945290487,
1797301,4,17,3,111,20105,12,1,972,41,2,149.9305649023,0,,942082549290487,352769564489998,942082540290487,942082536290487,
1795832,4,17,3,89,20017,11,2,975,41,1,74.9652824512,0,,942084944290487,352769568489998,942084937290487,942084930290487,
1915119,4,18,4,127,20096,12,1,931,41,1,74.9652824512,0,,942084261290487,352769580489998,942084254290487,942084249290487,
1915119,4,18,4,127,20096,14,1,541,36,2,149.9305649023,0,,942084263290487,352769580489998,942084256290487,942084249290487,
1852352,4,17,3,31,20202,12,1,611,34,3,224.8958473535,1,2,785698869290487,352769616489998,785698862290487,785698859290487,
1852364,4,17,3,31,20006,11,2,6918,55,2,149.9305649023,0,,785695328290487,352769620489998,785695321290487,785695314290487,
1852426,4,17,3,31,20011,14,1,681,42,1,74.9652824512,0,,785696061290487,352769627489998,785696052290487,785696041290487,
1852466,4,17,3,31,20092,11,1,6918,55,15,1124.4792367673,0,2,785695515290487,352769642489998,785695507290487,785695502290487,
1797320,4,17,3,111,20200,13,1,462,41,3,224.8958473535,0,,785694448290487,352769647489998,785694440290487,785694434290487,
1797328,4,17,3,111,20065,13,1,762,41,3,224.8958473535,0,2,785696290290487,352769648489998,785696275290487,785696269290487,
1857070,1,17,3,31,23539,11,1,317,32,1,74.9652824512,1,2,707807095126144,352769677489998,707807088126144,707807077126144,
1857070,1,17,3,31,23539,11,1,972,41,1,74.9652824512,1,2,707807096126144,352769677489998,707807088126144,707807077126144,
1854876,1,17,3,31,22214,11,1,974,41,1,74.9652824512,1,2,707806377126144,352769679489998,707806370126144,707806360126144,
1837449,4,17,3,197,20129,13,1,541,36,5,374.8264122558,1,2,707806934126144,352769703489998,707806924126144,707806919126144,
1837449,4,17,3,197,20129,14,1,602,40,1,74.9652824512,1,2,707806936126144,352769703489998,707806925126144,707806919126144,
1837449,4,17,3,197,20129,14,1,972,41,8,599.7222596093,1,2,707806937126144,352769703489998,707806925126144,707806919126144,
1797317,4,17,3,111,20019,14,1,96,9,1,74.9652824512,1,1,707805766126144,352769712489998,707805762126144,707805755126144,
1915883,4,18,4,127,20048,13,1,544,36,2,149.9305649023,0,,707805976126144,352769716489998,707805967126144,707805962126144,
1915979,4,18,4,89,29990,14,1,544,36,9,674.6875420604,0,2,707806990126144,352769717489998,707806986126144,707806980126144,
1855673,1,17,3,31,22165,12,1,462,41,1,74.9652824512,0,,491758528126144,352769743489998,491758519126144,491758515126144,
1857725,1,17,3,31,21964,14,1,742,37,1,74.9652824512,0,2,491758691126144,352769747489998,491758687126144,491758682126144,
1852479,4,17,3,31,20133,11,1,972,41,1,74.9652824512,0,,491758931126144,352769757489998,491758924126144,491758922126144,
1852357,4,17,3,31,20116,13,1,541,36,12,899.5833894139,0,,491759045126144,352769758489998,491759038126144,491759034126144,
1852425,4,17,3,31,20183,11,1,500,43,1,74.9652824512,0,2,491759145126144,352769759489998,491759139126144,491759137126144,
1852425,4,17,3,31,20183,13,1,544,36,2,149.9305649023,0,2,491759148126144,352769759489998,491759141126144,491759137126144,
1796313,4,17,3,97,20021,14,1,823,25,1,74.9652824512,0,2,491759276126144,352769765489998,491759271126144,491759266126144,
1796301,4,17,3,97,20087,14,1,544,36,1,74.9652824512,0,2,491759381126144,352769767489998,491759374126144,491759369126144,
1853014,4,17,3,43,20006,14,1,6918,55,1,74.9652824512,1,2,491757398126144,352769781489998,491757390126144,491757385126144,
1857721,1,17,3,31,21968,11,1,5329,55,1,74.9652824512,1,1,478151172489998,352769823489998,478151160489998,478151152489998,
1857721,1,17,3,31,21968,13,1,681,42,2,149.9305649023,1,2,478151175489998,352769823489998,478151162489998,478151152489998,
1796372,4,17,3,97,20061,14,1,543,36,6,449.7916947069,0,,478151915489998,352769843489998,478151907489998,478151902489998,
1852438,4,17,3,31,20171,13,1,544,36,1,74.9652824512,0,,479491224489998,352769844489998,479490893489998,479490889489998,
1853009,4,17,3,43,20202,11,1,6918,55,42,3148.5418629486,0,,478152050489998,352769848489998,478152042489998,478152040489998,
1916049,5,18,4,89,20032,12,1,317,32,1,74.9652824512,1,2,478152485489998,352769863489998,478152481489998,478152478489998,
1857748,2,17,3,31,22022,12,1,320,31,2,149.9305649023,0,2,942084047290487,559740581126144,942084037290487,942084029290487,352769818489998.0
1857868,2,17,3,31,22140,14,2,681,42,1,74.9652824512,1,2,942231050290487,781817008290487,942231044290487,942231032290487,352769748489998.0
1469478,1,55,5,59,22292,11,1,833,26,2,149.9305649023,0,2,785694661290487,923693,785694653290487,785694646290487,
1469478,1,55,5,59,22292,11,1,6918,55,4,299.8611298046,0,2,785694662290487,923693,785694653290487,785694646290487,
1469478,1,55,5,59,22292,12,1,68,9,4,299.8611298046,0,2,785694663290487,923693,785694654290487,785694646290487,
1469478,1,55,5,59,22292,14,1,68,9,1,74.9652824512,0,2,785694669290487,923693,785694656290487,785694646290487,
1469307,1,55,5,59,22221,14,1,762,41,1,74.9652824512,0,2,942163496290487,924136,942163487290487,942163480290487,
1854646,1,17,3,31,23237,13,1,681,42,3,224.8958473535,0,2,785693021290487,352769389489998,785693013290487,785693006290487,
1853004,4,17,3,43,20036,11,1,6918,55,7,524.7569771581,0,,1287852888290487,352769425489998,1287852883290487,1287852878290487,
1853004,4,17,3,43,20036,14,1,6918,55,14,1049.5139543162,0,,1287852891290487,352769425489998,1287852886290487,1287852878290487,
1852408,4,17,3,31,20178,14,1,241,9,6,449.7916947069,1,1,1287853442290487,352769427489998,1287853436290487,1287853426290487,
1853007,4,17,3,43,20022,11,2,681,42,1,74.9652824512,1,2,1287853026290487,352769436489998,1287853019290487,1287853015290487,
1857087,1,17,3,31,23522,11,3,974,41,2,149.9305649023,1,2,785696637290487,352769459489998,785696630290487,785696625290487,
1852359,4,17,3,31,20203,11,2,6918,55,6,449.7916947069,0,2,942212672290487,352769474489998,942212663290487,942212657290487,
1852359,4,17,3,31,20203,14,2,341,43,1,74.9652824512,0,2,942212676290487,352769474489998,942212664290487,942212657290487,
1852359,4,17,3,31,20203,14,2,6918,55,6,449.7916947069,0,2,942212679290487,352769474489998,942212664290487,942212657290487,
1852467,8,17,3,31,20098,12,1,6918,55,4,299.8611298046,0,,942211741290487,352769499489998,942211732290487,942211729290487,
1855516,1,17,3,31,23403,12,1,6918,55,35,2623.7848857905,0,,785694960290487,352769539489998,785694953290487,785694945290487,
1852474,4,17,3,31,20039,12,1,6918,55,25,1874.1320612789,0,,942083334290487,352769554489998,942083325290487,942083320290487,
1797301,4,17,3,111,20105,12,1,762,41,2,149.9305649023,0,,942082548290487,352769564489998,942082540290487,942082536290487,
1797301,4,17,3,111,20105,12,1,6918,55,20,1499.3056490231,0,,942082550290487,352769564489998,942082540290487,942082536290487,
1797301,4,17,3,111,20105,14,1,544,36,2,149.9305649023,0,,942082553290487,352769564489998,942082542290487,942082536290487,
1795832,4,17,3,89,20017,11,2,462,41,1,74.9652824512,0,,942084942290487,352769568489998,942084937290487,942084930290487,
1796131,4,17,3,93,20008,14,1,762,41,5,374.8264122558,1,2,942082978290487,352769574489998,942082974290487,942082966290487,
1915119,4,18,4,127,20096,12,1,541,36,4,299.8611298046,0,,942084260290487,352769580489998,942084254290487,942084249290487,
1915975,4,18,4,89,20027,13,1,931,41,1,74.9652824512,0,2,942084668290487,352769581489998,942084662290487,942084655290487,
1852352,4,17,3,31,20202,11,1,664,43,5,374.8264122558,1,2,785698868290487,352769616489998,785698861290487,785698859290487,
1852352,4,17,3,31,20202,14,1,664,43,3,224.8958473535,1,2,785698876290487,352769616489998,785698864290487,785698859290487,
1852352,4,17,3,31,20202,14,1,972,41,1,74.9652824512,1,2,785698877290487,352769616489998,785698864290487,785698859290487,
1852466,4,17,3,31,20092,11,1,541,36,2,149.9305649023,0,2,785695514290487,352769642489998,785695507290487,785695502290487,
1797328,4,17,3,111,20065,12,1,972,41,1,74.9652824512,0,2,785696288290487,352769648489998,785696274290487,785696269290487,
1797328,4,17,3,111,20065,13,1,6918,55,61,4572.8822295206,0,2,785696292290487,352769648489998,785696275290487,785696269290487,
1797328,4,17,3,111,20065,14,1,972,41,2,149.9305649023,0,2,785696295290487,352769648489998,785696276290487,785696269290487,
1797328,4,17,3,111,20065,14,1,974,41,1,74.9652824512,0,2,785696296290487,352769648489998,785696276290487,785696269290487,
1915150,4,18,4,127,20092,12,1,742,37,1,74.9652824512,1,2,785693838290487,352769654489998,785693829290487,785693824290487,
1837449,4,17,3,197,20129,13,1,402,29,1,74.9652824512,1,2,707806933126144,352769703489998,707806924126144,707806919126144,
1857797,1,17,3,31,22027,13,2,5154,55,1,74.9652824512,1,2,491758355126144,352769736489998,491758348126144,491758343126144,
1855673,1,17,3,31,22165,13,1,763,43,2,149.9305649023,0,,491758531126144,352769743489998,491758520126144,491758515126144,
1837569,4,17,3,197,20029,12,1,6918,55,7,524.7569771581,0,2,491757617126144,352769789489998,491757610126144,491757607126144,
1917629,4,18,4,89,20011,14,1,317,32,1,74.9652824512,1,2,528824602126144,352769792489998,528824597126144,528824592126144,
1857721,1,17,3,31,21968,11,1,974,41,1,74.9652824512,1,2,478151171489998,352769823489998,478151160489998,478151152489998,
1857721,1,17,3,31,21968,11,1,8739,56,1,74.9652824512,1,1,478151173489998,352769823489998,478151160489998,478151152489998,
1852341,4,17,3,31,20182,11,1,317,32,1,74.9652824512,1,2,478151414489998,352769831489998,478151404489998,478151402489998,
1796375,4,17,3,97,20011,11,1,6918,55,3,224.8958473535,0,2,478151668489998,352769839489998,478151658489998,478151655489998,
1796375,4,17,3,97,20011,14,1,6918,55,7,524.7569771581,0,2,478151671489998,352769839489998,478151659489998,478151655489998,
1852373,4,17,3,31,20023,11,1,972,41,1,74.9652824512,0,2,478151830489998,352769841489998,478151823489998,478151821489998,
1852438,4,17,3,31,20171,11,1,6918,55,6,449.7916947069,0,,479490899489998,352769844489998,479490891489998,479490889489998,
1852438,4,17,3,31,20171,12,1,544,36,1,74.9652824512,0,,479490901489998,352769844489998,479490892489998,479490889489998,
1852438,4,17,3,31,20171,12,1,6918,55,13,974.548671865,0,,479490902489998,352769844489998,479490892489998,479490889489998,
1852438,4,17,3,31,20171,13,1,543,36,4,299.8611298046,0,,479491223489998,352769844489998,479490893489998,479490889489998,
1852438,4,17,3,31,20171,13,1,6918,55,10,749.6528245116,0,,479491225489998,352769844489998,479490893489998,479490889489998,
1853009,4,17,3,43,20202,11,1,68,9,5,374.8264122558,0,,478152049489998,352769848489998,478152042489998,478152040489998,
1853009,4,17,3,43,20202,13,1,68,9,6,449.7916947069,0,,478152054489998,352769848489998,478152044489998,478152040489998,
1853009,4,17,3,43,20202,14,1,68,9,2,149.9305649023,0,,478152057489998,352769848489998,478152045489998,478152040489998,
1857778,2,17,3,31,22046,13,1,975,41,6,449.7916947069,0,2,1287853566290487,992948016290487,1287853560290487,1287853553290487,352769674489998.0
1467836,1,55,5,59,21546,12,1,313,41,3,224.8958473535,0,,707804916126144,923687,707804908126144,707804901126144,
1469478,1,55,5,59,22292,12,1,320,31,5,374.8264122558,0,2,785694665290487,923693,785694654290487,785694646290487,
1469103,1,55,5,59,22180,12,1,6918,55,44,3298.4724278509,0,2,785697298290487,923699,785697287290487,785697279290487,
1469838,5,55,5,59,20025,11,1,543,36,17,1274.4098016697,0,,942084744290487,924013,942084737290487,942084734290487,
1469307,1,55,5,59,22221,14,1,6918,55,1,74.9652824512,0,2,942163497290487,924136,942163487290487,942163480290487,
1854646,1,17,3,31,23237,11,1,313,41,4,299.8611298046,0,2,785693018290487,352769389489998,785693011290487,785693006290487,
1854646,1,17,3,31,23237,13,1,6918,55,5,374.8264122558,0,2,785693022290487,352769389489998,785693013290487,785693006290487,
1796293,4,17,3,97,20085,12,1,541,36,2,149.9305649023,0,,1287853333290487,352769419489998,1287853328290487,1287853323290487,
1852455,4,17,3,31,20123,12,1,541,36,3,224.8958473535,0,,1287853838290487,352769424489998,1287853833290487,1287853826290487,
1853004,4,17,3,43,20036,12,1,6918,55,7,524.7569771581,0,,1287852889290487,352769425489998,1287852884290487,1287852878290487,
1852359,4,17,3,31,20203,13,1,762,41,1,74.9652824512,0,2,942212673290487,352769474489998,942212662290487,942212656290487,
1852359,4,17,3,31,20203,13,1,6918,55,3,224.8958473535,0,2,942212675290487,352769474489998,942212662290487,942212656290487,
1852359,4,17,3,31,20203,11,2,313,41,4,299.8611298046,0,2,942212668290487,352769474489998,942212663290487,942212657290487,
1852359,4,17,3,31,20203,14,2,762,41,7,524.7569771581,0,2,942212677290487,352769474489998,942212664290487,942212657290487,
1852371,4,17,3,31,20083,11,1,6918,55,17,1274.4098016697,0,,942210937290487,352769487489998,942210932290487,942210929290487,
1795838,4,17,3,89,20052,11,1,742,37,4,299.8611298046,0,,942211618290487,352769490489998,942211613290487,942211611290487,
1857055,1,17,3,31,23500,13,2,341,43,1,74.9652824512,0,2,785695804290487,352769526489998,785695800290487,785695791290487,
1856914,1,17,3,31,23344,14,1,541,36,2,149.9305649023,0,,785696885290487,352769538489998,785696877290487,785696870290487,
1852474,4,17,3,31,20039,13,1,6918,55,10,749.6528245116,0,,942083336290487,352769554489998,942083326290487,942083320290487,
1797301,4,17,3,111,20105,14,1,762,41,1,74.9652824512,0,,942082554290487,352769564489998,942082542290487,942082536290487,
1797301,4,17,3,111,20105,14,1,972,41,7,524.7569771581,0,,942082555290487,352769564489998,942082542290487,942082536290487,
1796131,4,17,3,93,20008,14,1,763,43,13,974.548671865,1,2,942082979290487,352769574489998,942082974290487,942082966290487,
1915119,4,18,4,127,20096,13,1,541,36,14,1049.5139543162,0,,942084262290487,352769580489998,942084255290487,942084249290487,
1915119,4,18,4,127,20096,14,1,931,41,4,299.8611298046,0,,942084265290487,352769580489998,942084256290487,942084249290487,
1857031,1,17,3,31,23470,13,1,974,41,1,74.9652824512,1,2,785698243290487,352769591489998,785698237290487,785698231290487,
1852352,4,17,3,31,20202,12,1,664,43,5,374.8264122558,1,2,785698870290487,352769616489998,785698862290487,785698859290487,
1852364,4,17,3,31,20006,12,2,6918,55,4,299.8611298046,0,,785695329290487,352769620489998,785695322290487,785695314290487,
1852442,4,17,3,31,20004,12,2,682,42,3,224.8958473535,1,2,785698274290487,352769622489998,785698269290487,785698262290487,
1852426,4,17,3,31,20011,12,1,541,36,1,74.9652824512,0,,785696057290487,352769627489998,785696050290487,785696041290487,
1797328,4,17,3,111,20065,11,1,68,9,2,149.9305649023,0,2,785696280290487,352769648489998,785696273290487,785696269290487,
1797328,4,17,3,111,20065,11,1,355,43,3,224.8958473535,0,2,785696281290487,352769648489998,785696273290487,785696269290487,
1915150,4,18,4,127,20092,12,1,681,42,1,74.9652824512,1,2,785693837290487,352769654489998,785693829290487,785693824290487,
1917561,4,18,4,127,20069,12,1,541,36,2,149.9305649023,0,2,785694590290487,352769655489998,785694584290487,785694578290487,
1857771,1,17,3,31,22053,11,2,681,42,1,74.9652824512,1,2,707806167126144,352769673489998,707806163126144,707806154126144,
1857750,1,17,3,31,22020,11,1,972,41,1,74.9652824512,1,2,707806796126144,352769678489998,707806789126144,707806780126144,
1837449,4,17,3,197,20129,13,1,972,41,15,1124.4792367673,1,2,707806935126144,352769703489998,707806924126144,707806919126144,
1855673,1,17,3,31,22165,14,1,462,41,1,74.9652824512,0,,491758534126144,352769743489998,491758521126144,491758515126144,
1857868,1,17,3,31,22140,13,1,544,36,8,599.7222596093,1,2,491758718126144,352769748489998,491758713126144,491758709126144,
1852479,4,17,3,31,20133,12,1,6918,55,87,6521.9795732506,0,,491758933126144,352769757489998,491758925126144,491758922126144,
1852357,4,17,3,31,20116,14,1,541,36,7,524.7569771581,0,,491759046126144,352769758489998,491759039126144,491759034126144,
1796348,4,17,3,97,20201,12,2,974,41,2,149.9305649023,1,2,491757277126144,352769776489998,491757270126144,491757265126144,
1857880,1,17,3,31,22128,11,1,341,43,5,374.8264122558,0,2,478150954489998,352769816489998,478150946489998,478150943489998,
1857880,1,17,3,31,22128,12,1,341,43,1,74.9652824512,0,2,478150957489998,352769816489998,478150947489998,478150943489998,
1852373,4,17,3,31,20023,11,1,6918,55,2,149.9305649023,0,2,478151831489998,352769841489998,478151823489998,478151821489998,
1796372,4,17,3,97,20061,12,1,543,36,2,149.9305649023,0,,478151912489998,352769843489998,478151905489998,478151902489998,
1852438,4,17,3,31,20171,12,1,543,36,2,149.9305649023,0,,479490900489998,352769844489998,479490892489998,479490889489998,
1852438,4,17,3,31,20171,14,1,6918,55,5,374.8264122558,0,,479491226489998,352769844489998,479490894489998,479490889489998,
1852420,4,17,3,31,20177,12,1,541,36,1,74.9652824512,0,2,478152116489998,352769849489998,478152107489998,478152104489998,
1857721,2,17,3,31,21968,12,1,974,41,1,74.9652824512,1,2,942082797290487,559740569126144,942082787290487,942082779290487,352769823489998.0
